file,label,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,rms_mean,rms_std,zcr_mean,zcr_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std
1.wav,scream,-228.3485107421875,-43.18917465209961,-54.305030822753906,26.056163787841797,22.77674674987793,14.106622695922852,-15.322220802307129,9.134757041931152,3.5440163612365723,-7.224515914916992,-13.693885803222656,14.274971008300781,-12.53919506072998,89.0704574584961,44.63616180419922,20.694223403930664,17.230010986328125,21.96500587463379,12.141538619995117,17.139883041381836,11.671754837036133,13.488343238830566,23.295555114746094,21.693321228027344,12.657022476196289,11.157194137573242,0.10897623002529144,0.08294098824262619,0.24524643841911764,0.056233246349486,3107.5041937269543,605.0475466685709,5286.534926470588,1204.8809649711504
10.wav,scream,-228.4912872314453,-42.260257720947266,-53.51438522338867,26.279203414916992,22.56134796142578,13.92621898651123,-15.058856010437012,8.933213233947754,3.6883385181427,-6.632509708404541,-13.360677719116211,13.891908645629883,-12.691415786743164,89.23819732666016,47.88937759399414,20.74433135986328,17.41565704345703,22.19031524658203,12.135254859924316,17.783893585205078,11.813359260559082,13.821691513061523,23.07668685913086,21.809528350830078,12.496821403503418,10.98790168762207,0.10916205495595932,0.08276443183422089,0.2434369255514706,0.05881308890700488,3095.6090807125474,631.812993255495,5268.612132352941,1236.1305674647144
100.wav,scream,-215.40945434570312,-32.12822341918945,-104.34748077392578,-2.4965579509735107,34.573787689208984,34.055545806884766,-24.05438995361328,15.440025329589844,1.4073244333267212,-0.6973933577537537,-9.792742729187012,2.449519395828247,2.4640188217163086,83.66751861572266,17.228591918945312,19.753314971923828,24.402908325195312,24.90331268310547,12.184744834899902,18.18656349182129,18.126873016357422,15.579351425170898,15.019071578979492,18.01424217224121,13.359976768493652,13.63148021697998,0.17484788596630096,0.05660494789481163,0.21424491450471697,0.026420983714478,2278.370768809515,239.7880304849235,3558.6674528301887,941.5713759040331
1000.wav,scream,-160.7918243408203,104.98889923095703,-35.22008514404297,8.1945219039917,-9.366430282592773,21.28649139404297,4.437409400939941,1.4429516792297363,-2.70151948928833,7.504597187042236,-9.659348487854004,-4.124889373779297,-3.2589335441589355,63.650882720947266,55.97037124633789,13.63160228729248,33.369441986083984,12.83486557006836,7.2833027839660645,7.77498197555542,7.181612968444824,6.077594757080078,10.998908996582031,5.774926662445068,8.375406265258789,7.852235794067383,0.14700406789779663,0.14653868973255157,0.09639345366379311,0.0406812278207266,1375.1309844592558,420.93518224139433,2655.980603448276,746.4049939766323
1001.wav,scream,-145.90147399902344,140.07827758789062,-62.866886138916016,-24.39495849609375,-6.923636436462402,-0.35555174946784973,11.716041564941406,-23.280834197998047,2.9393765926361084,10.902859687805176,-21.27901840209961,-20.876916885375977,5.5171308517456055,42.13142395019531,18.68351173400879,15.738734245300293,14.739340782165527,6.527684211730957,6.2566609382629395,5.211061954498291,8.770002365112305,6.765538215637207,4.28718376159668,7.526980400085449,5.043994426727295,6.739660739898682,0.36037150025367737,0.1221081092953682,0.10262398097826086,0.027783254305093253,1055.792596697295,78.08790487898044,1600.203804347826,155.86998921702687
1002.wav,scream,-123.57418823242188,118.35163116455078,-53.6270751953125,-41.36704635620117,-9.193116188049316,2.602825880050659,16.063072204589844,-23.485767364501953,-13.575023651123047,12.45727252960205,-27.07915496826172,-17.936649322509766,-4.131490707397461,40.83982849121094,29.802640914916992,19.096141815185547,20.185850143432617,6.950864315032959,6.428505897521973,6.138902187347412,10.15324878692627,8.011282920837402,7.413036346435547,7.105287075042725,4.044200420379639,6.55867338180542,0.33054301142692566,0.10933694988489151,0.11871892755681818,0.024343512880639993,1203.0727708548495,112.65657088961375,1601.5625,330.4755499783951
1003.wav,scream,-122.75709533691406,52.79777145385742,-97.81232452392578,-17.509689331054688,-1.5972740650177002,2.612604856491089,5.6393280029296875,31.695560455322266,8.941781997680664,-17.18973159790039,-38.277652740478516,7.924053192138672,15.606793403625488,62.105186462402344,52.63618850708008,21.472867965698242,23.822261810302734,13.311687469482422,11.204288482666016,11.678485870361328,24.622743606567383,21.994733810424805,26.544471740722656,20.777042388916016,21.64641761779785,15.80146312713623,0.36979812383651733,0.1537991166114807,0.19892578125,0.054950278956058383,1801.7304441083531,251.82543122324574,2473.4375,444.7529379118816
1004.wav,scream,-101.66150665283203,98.83914184570312,-58.335899353027344,-28.57833480834961,-3.648651599884033,26.50922966003418,1.2353628873825073,-30.517650604248047,-4.487371444702148,-13.829253196716309,-19.47875213623047,1.9353193044662476,4.4339799880981445,44.49375534057617,27.957475662231445,21.480667114257812,12.85246753692627,7.817227840423584,6.416550636291504,5.475012302398682,8.242055892944336,6.2044806480407715,5.3795485496521,6.8051018714904785,11.339924812316895,12.951733589172363,0.3919822573661804,0.10614636540412903,0.13504732572115385,0.02662645919018145,1396.9583953137387,102.70790224919153,1840.7451923076924,274.2867728326041
1005.wav,scream,-111.00215148925781,84.54203796386719,-83.99429321289062,-8.357322692871094,6.0073699951171875,38.31648254394531,-17.463394165039062,-18.041011810302734,-16.97148895263672,-7.850755214691162,-13.748282432556152,-4.409212112426758,13.250149726867676,66.11564636230469,30.486831665039062,18.948200225830078,9.363260269165039,8.04090690612793,8.10107707977295,9.124419212341309,4.475205898284912,4.5798773765563965,10.426704406738281,3.7319393157958984,10.578652381896973,17.935260772705078,0.34859490394592285,0.16464269161224365,0.16524832589285715,0.03951950034431179,1613.9354170261406,153.18398218804762,2229.910714285714,345.0123216244662
1006.wav,scream,-100.023193359375,69.19309997558594,-77.9859619140625,-18.3670711517334,-1.0223900079727173,34.81117630004883,-7.301810264587402,-18.079126358032227,-10.678885459899902,-4.284249305725098,-2.8238143920898438,-2.584604024887085,-24.482637405395508,47.18802261352539,24.65668487548828,17.33976936340332,10.851763725280762,5.874701976776123,4.234574317932129,8.882905960083008,4.769938945770264,4.769543170928955,6.849617004394531,7.626041412353516,7.03286075592041,11.904642105102539,0.4273557662963867,0.13202498853206635,0.14482421875,0.023885755210193017,1596.8329803502222,88.66691073392208,2311.9791666666665,294.62506334558316
1007.wav,scream,-114.52305603027344,52.11801528930664,-77.70093536376953,-14.238036155700684,10.451087951660156,31.44209098815918,-13.85849380493164,-16.67397689819336,-7.211532115936279,-2.9018850326538086,-18.60900115966797,-1.4667352437973022,-2.089228868484497,63.5392951965332,38.971500396728516,18.380157470703125,8.876311302185059,6.027289390563965,5.000378608703613,4.5998735427856445,5.106624126434326,4.364234447479248,6.0256829261779785,4.411973476409912,2.812788963317871,5.116433620452881,0.3019919693470001,0.1252436339855194,0.17411747685185186,0.03792684641025685,1748.4984137510892,155.607494459608,2586.2268518518517,315.8635641077171
1008.wav,scream,-116.80007934570312,50.63984680175781,-89.53814697265625,-2.313398599624634,9.772675514221191,21.137989044189453,-10.207084655761719,-16.733787536621094,-0.32754382491111755,-9.105535507202148,-17.431962966918945,1.9229886531829834,-7.061542987823486,63.044761657714844,40.37240982055664,17.51089859008789,8.248199462890625,5.289802074432373,4.286214828491211,6.484244346618652,4.8728556632995605,4.209071159362793,3.4087114334106445,3.554838180541992,4.888238906860352,4.655555248260498,0.2726261615753174,0.10501062870025635,0.17514829282407407,0.03908731642957517,1791.9011490350933,166.98417274270932,2698.784722222222,339.73037389715756
101.wav,scream,-236.24609375,-19.180938720703125,-65.72877502441406,16.941692352294922,15.748541831970215,26.831968307495117,-41.563899993896484,3.7228612899780273,21.345596313476562,-0.019426070153713226,-22.322832107543945,21.162031173706055,-3.314265727996826,59.51778793334961,32.415802001953125,22.420948028564453,19.223920822143555,19.873077392578125,18.283367156982422,17.962480545043945,13.497827529907227,16.04525375366211,13.023054122924805,12.96862506866455,12.580923080444336,8.872623443603516,0.17621028423309326,0.0583011619746685,0.21079644097222222,0.033202586006881564,2595.331817813759,404.7816050571748,4262.934027777777,928.9994836217838
1010.wav,scream,-88.11852264404297,75.27902221679688,-73.53492736816406,-19.165380477905273,-9.994264602661133,1.1635103225708008,-12.273618698120117,-11.316304206848145,16.22239112854004,19.225269317626953,-3.0897819995880127,-1.656245470046997,-6.418869972229004,64.84417724609375,46.15456008911133,19.286348342895508,12.24724292755127,13.245058059692383,12.855520248413086,9.225068092346191,14.425812721252441,18.98781967163086,20.97942543029785,15.013772964477539,25.58658218383789,15.834640502929688,0.36149072647094727,0.14410513639450073,0.15318080357142858,0.03718551980254176,1626.2797253819015,248.4678981299194,2536.0863095238096,543.8611478068835
1011.wav,scream,-96.95479583740234,107.52178192138672,-78.9419174194336,-8.867650985717773,-9.662083625793457,28.376684188842773,-9.407811164855957,-27.6212100982666,-21.774389266967773,-18.0925235748291,-16.595972061157227,23.599428176879883,18.800447463989258,63.21843338012695,22.40085792541504,16.489994049072266,11.982660293579102,8.391667366027832,10.344749450683594,5.293776512145996,8.132428169250488,7.681852340698242,4.857235431671143,11.479040145874023,16.806665420532227,13.000117301940918,0.25544583797454834,0.10746485739946365,0.13104248046875,0.021809203103674346,1391.2068960122203,88.77847392789138,2054.3619791666665,305.2335448804762
1012.wav,scream,-62.114990234375,31.925636291503906,-88.4935073852539,-25.280370712280273,-44.295860290527344,15.966750144958496,0.6413846015930176,-20.836597442626953,-10.221363067626953,3.562680721282959,-18.801326751708984,-5.023487091064453,-9.731319427490234,56.14667510986328,42.645965576171875,17.334835052490234,15.728302955627441,14.40721321105957,5.307152271270752,8.617147445678711,5.82232141494751,2.9034042358398438,7.535585880279541,6.612980365753174,5.226266860961914,5.7127156257629395,0.33603790402412415,0.08719933778047562,0.1431178042763158,0.032507981905851434,1968.6571554590298,240.63458059399412,3379.5230263157896,339.83373765379645
1013.wav,scream,-67.63807678222656,71.35578918457031,-46.6447868347168,-15.446806907653809,-57.033878326416016,3.656705856323242,3.6731948852539062,-17.145872116088867,-8.177938461303711,12.448323249816895,-0.6675357222557068,-4.044561862945557,-9.92396068572998,63.65363693237305,26.047653198242188,15.425474166870117,14.605194091796875,11.595690727233887,7.057547092437744,3.541597843170166,3.6966021060943604,6.7284064292907715,11.703770637512207,6.401000499725342,6.84127950668335,8.394042015075684,0.4139258861541748,0.1182485818862915,0.10353685461956522,0.021119150424465626,1601.138160140613,243.3755528066046,3039.0625,610.8494911867834
1014.wav,scream,-86.83202362060547,57.897247314453125,-73.15447998046875,4.142058849334717,-30.950544357299805,3.1181282997131348,3.4268202781677246,-13.608869552612305,-1.8852299451828003,17.48396110534668,-22.97425651550293,-2.3413124084472656,-11.943763732910156,77.7130126953125,47.99728012084961,24.73540496826172,16.298402786254883,22.636188507080078,7.051469326019287,9.965198516845703,8.948888778686523,7.01910400390625,16.2443790435791,11.190464973449707,5.755605697631836,10.33132553100586,0.23071078956127167,0.13397431373596191,0.16773897058823528,0.05445984140121386,1965.8440804413567,401.50581390596597,3240.1194852941176,452.27762434930526
1015.wav,scream,-100.12454986572266,53.619686126708984,-46.81743621826172,-20.183250427246094,-57.3282470703125,-8.271620750427246,-3.69781231880188,-20.02671241760254,-3.4772346019744873,18.127880096435547,-0.30585435032844543,-2.699143171310425,-10.405879020690918,45.79664993286133,16.264404296875,7.742520332336426,8.099802017211914,9.115301132202148,9.964055061340332,5.214365482330322,7.39452600479126,5.329900741577148,6.312633991241455,5.271688461303711,7.820515155792236,5.651669502258301,0.4795566201210022,0.08971231430768967,0.0924711681547619,0.012899338008202164,1534.6806297960406,138.98313655202202,2975.2604166666665,221.7974159779573
